Player ID,First Name,Last Name,Team,Season,Roster URL,Position,Height,Class
5118,Melani,Dowling,Lehigh,2025-26,,F,,FR
5348,Ines,Garcia Monje,Davidson,2025-26,,F,,FR
5488,Chance,Gray,Ohio State,2025-26,,G,,
5593,Jade,Masogayo,Colorado,2025-26,,F,,
6493,Mariah,Daniels,Bellarmine,2025-26,,G,,
6844,Chantrel,Clayton,UIC,2025-26,,G,,
6957,Theresa,Biladi,Fairleigh Dickinson,2025-26,,NA,,
7321,Brooklyn,Terry,UTEP,2025-26,,G,,FR
7323,Blessing,Okhwodiasa,UTEP,2025-26,,F,,FR
7479,Elle,Dias,Fordham,2025-26,,C,,SO
8083,Iemyiah,Harris,South Carolina State,2025-26,,G,,
8285,Lainey,Maehl,Omaha,2025-26,,F,,
8431,Brya Brooklyn,Arroyo-Gillcrese,Adams State,2025-26,https://asugrizzlies.com/sports/womens-basketball/stats/2025-26,,,
8707,Alexis,Black,Fordham,2025-26,,,,
8892,Mashani,Saddler,LeMoyne-Owen,2025-26,https://athletics.loc.edu/sports/womens-basketball/stats/2025-26,,,
8971,S.,Bobo,LeMoyne-Owen,2025-26,https://athletics.loc.edu/sports/womens-basketball/stats/2025-26,,,
9141,Betti,Hamori,Angelo State,2025-26,https://angelosports.com/sports/womens-basketball/stats/2025-26,,,
9315,Natalia,Silva,UNRESOLVED (-1),2025-26,,,,
9316,Jaylen,Edmonson,UNRESOLVED (-1),2025-26,,,,
9317,Olivia,Sepulvado,UNRESOLVED (-1),2025-26,,,,
9318,Jordan,Hammons,UNRESOLVED (-1),2025-26,,,,
9319,Tetona,Woods,UNRESOLVED (-1),2025-26,,,,
9320,Riani,Benton,UNRESOLVED (-1),2025-26,,,,
9321,Lauren,Castillo,UNRESOLVED (-1),2025-26,,,,
9322,Cassie,Dahn,UNRESOLVED (-1),2025-26,,,,
9323,Ja'Maya,Gooch,UNRESOLVED (-1),2025-26,,,,
9324,Kaylan,Lockett,UNRESOLVED (-1),2025-26,,,,
9325,Stefani,Flowers,UNRESOLVED (-1),2025-26,,,,
9485,Addison,Deal,Iowa,2025-26,,,,
9957,Olivia,Beach,UNRESOLVED (-1),2025-26,,,,
10030,Ann,Bose,UNRESOLVED (-1),2025-26,,,,
10031,McKenna,Yates,UNRESOLVED (-1),2025-26,,,,
10032,Mariyah,Avila,UNRESOLVED (-1),2025-26,,,,
10033,Macy,Bryant,Nebraska Kearney,2025-26,https://lopers.com/sports/womens-basketball/stats/2025-26,,,
10034,Bailey,Kissinger,UNRESOLVED (-1),2025-26,,,,
10035,Josilyn,Miller,UNRESOLVED (-1),2025-26,,,,
10036,Adyson,Mlnarik,UNRESOLVED (-1),2025-26,,,,
10037,Catelynn,Bargen,UNRESOLVED (-1),2025-26,,,,
10038,Stella,Heapy,UNRESOLVED (-1),2025-26,,,,
10039,Mikah,O'Neill,UNRESOLVED (-1),2025-26,,,,
10483,Amanda,I.RondaRodriguez,UNRESOLVED (-1),2025-26,,,,
10536,Mary,Smith,UNRESOLVED (-1),2025-26,,,,
10644,Amari,Baldwin,Winston Salem State,2025-26,https://wssurams.com/sports/womens-basketball/stats/2025-26,,,
10645,Ah'Kiya,Pye,Winston Salem State,2025-26,https://wssurams.com/sports/womens-basketball/stats/2025-26,,,
10792,Sheylian,Rivera,UNRESOLVED (-1),2025-26,,,,
10793,Kiara,Collazo,UNRESOLVED (-1),2025-26,,,,
10794,Alondra,Quiñones,UNRESOLVED (-1),2025-26,,,,
10795,Anahilize,Vega,UNRESOLVED (-1),2025-26,,,,
10796,Kianelys,Torres,UNRESOLVED (-1),2025-26,,,,
10797,Dainellys,Calo,UNRESOLVED (-1),2025-26,,,,
10798,Nelishka,Vargas,UNRESOLVED (-1),2025-26,,,,
10799,Yadielys,Oliveras,UNRESOLVED (-1),2025-26,,,,
10800,Jeyshualee,Rosa,UNRESOLVED (-1),2025-26,,,,
10801,Naiomy,Lopez,UNRESOLVED (-1),2025-26,,,,
10802,Emiezed,Padin,UNRESOLVED (-1),2025-26,,,,
10803,Lereshka,Vargas,UNRESOLVED (-1),2025-26,,,,
10804,Jalianys,Velez,UNRESOLVED (-1),2025-26,,,,
10805,Paola,Vega,UNRESOLVED (-1),2025-26,,,,
10806,Alexandra,Beiro,UNRESOLVED (-1),2025-26,,,,
10807,Sofia,Roman,UNRESOLVED (-1),2025-26,,,,
10808,Keylee,Vargas,UNRESOLVED (-1),2025-26,,,,
10811,Debora,Lisboa,UNRESOLVED (-1),2025-26,,,,
10863,Kash,Santos,Bloomsburg,2025-26,https://bloomsburgathletics.com/sports/womens-basketball/stats/2025-26,,,
11057,Theresha,Miller,Bowie State,2025-26,https://bsubulldogs.com/sports/womens-basketball/stats/2025-26,,,
11263,Gianna,Darte,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11264,Leilani,Blecha,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11265,Geriah,Bradley,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11266,Athena,Brombacher,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11267,Talia,Garner,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11268,Samantha,Myhr,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11269,Simone,Murray,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11270,Malea,Scobie,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11271,Monique,Cavness,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11273,Tegan,Gaines,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11274,Deonna,Mayfield,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11338,Sofia,Fidelus,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11339,Nevaeh,Asiasi,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11340,Amaya,Fuentes,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11341,Ariyah,Smith,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11342,Ronyae,Jackson,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11343,Mariah,Blake,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11344,Kyara,Walter,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11347,Jaden,Newman,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11356,Sienna,Cherwinski,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11357,Shade,Satica,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11358,Jordyn,Smith,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11359,Riley,Sanz,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11360,Kya,Kanoho,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11361,Keana,Gosney,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11362,Kyori,Lloyd,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11363,Jada,Barnes,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11421,Andrea,Stajic,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11422,Sydney,Nelson,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11423,Hunter,Hudson,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11424,Brielle,Minor,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11425,Mydrea,Moore,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11426,Kadence,Lloyd,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11427,Alexis,Woodson,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11428,Madison,Eade,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11429,Khamiyah,Anderson,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11430,Jolleen,Olia,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11431,Keke,Scott,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
11473,Navaeh,Colon,Fayetteville State,2025-26,https://fsubroncos.com/sports/womens-basketball/stats/2025-26,,,
11597,Ella,Schepp,West Florida,2025-26,https://goargos.com/sports/womens-basketball/stats/2025-26,,,
11608,Mae Mae,Gilmore,UNRESOLVED (-1),2025-26,,,,
11612,Morgan,Ross,UNRESOLVED (-1),2025-26,,,,
11613,Evin,Montgomery,UNRESOLVED (-1),2025-26,,,,
11614,Ashton,Bell,UNRESOLVED (-1),2025-26,,,,
11615,Brooke,Daniels,UNRESOLVED (-1),2025-26,,,,
11641,Quimari,Shelton,UNRESOLVED (-1),2025-26,,,,
11642,Trinitee,Alexander,UNRESOLVED (-1),2025-26,,,,
11643,Lillian,Harris,UNRESOLVED (-1),2025-26,,,,
11644,Taylor,Norris,UNRESOLVED (-1),2025-26,,,,
11645,Alonna,Harvey-Williams,UNRESOLVED (-1),2025-26,,,,
11647,Paula,Puzule,UNRESOLVED (-1),2025-26,,,,
11648,Kaitlyn,Simms,UNRESOLVED (-1),2025-26,,,,
11649,Nevaeh,Sage,UNRESOLVED (-1),2025-26,,,,
11650,Aushara,Hostetler,UNRESOLVED (-1),2025-26,,,,
11651,Cassandra,Sams,UNRESOLVED (-1),2025-26,,,,
11652,Jordan,Gray,UNRESOLVED (-1),2025-26,,,,
11773,Allison,Haslam,UNRESOLVED (-1),2025-26,,,,
11778,Natalia,Jimenez,UNRESOLVED (-1),2025-26,,,,
11847,Sydney,Coward,UNRESOLVED (-1),2025-26,,,,
11848,a,English,UNRESOLVED (-1),2025-26,,,,
11849,Nadia,Bates,UNRESOLVED (-1),2025-26,,,,
11850,As,ashford,UNRESOLVED (-1),2025-26,,,,
11851,Nakiyah,Hopkins,UNRESOLVED (-1),2025-26,,,,
11852,Sanaa,Holmes,UNRESOLVED (-1),2025-26,,,,
11853,Laura,Cobb,UNRESOLVED (-1),2025-26,,,,
11854,Kylee,Madden,UNRESOLVED (-1),2025-26,,,,
12226,Samone,Andrews,UNRESOLVED (-1),2025-26,,,,
12227,Ashley,Loon,UNRESOLVED (-1),2025-26,,,,
12228,Jacey,Somers,UNRESOLVED (-1),2025-26,,,,
12229,Kendal,Zeiter,Wisconsin Parkside,2025-26,https://parksiderangers.com/sports/womens-basketball/stats/2025-26,,,
12230,Amal,Younes,UNRESOLVED (-1),2025-26,,,,
12231,Mylah,Aalse,UNRESOLVED (-1),2025-26,,,,
12232,Tambre,Williams,UNRESOLVED (-1),2025-26,,,,
12233,Shahd,Baker,UNRESOLVED (-1),2025-26,,,,
12234,Emily,Lockey,UNRESOLVED (-1),2025-26,,,,
12235,Breezie,Williams,Wright State,2025-26,,,,
12236,Abbie,Riddle,Wright State,2025-26,,,,
12237,Lauren,Scott,Wright State,2025-26,,,,
12238,Rylee,Sagester,Wright State,2025-26,,,,
12239,Claire,Henson,Wright State,2025-26,,,,
12240,Olivia,Brown,Wright State,2025-26,,,,
12241,Maja,Dilen,Wright State,2025-26,,,,
12242,Elaina,Rager,Wright State,2025-26,,,,
12243,Ellie,Magestro-Kennedy,Wright State,2025-26,,,,
12244,Florrie,Cotterill,Wright State,2025-26,,,,
12245,Maddie,Moody,Northern Kentucky,2025-26,,,,
12246,Karina,Bystry,Northern Kentucky,2025-26,,,,
12247,Taysha,Rushton,Northern Kentucky,2025-26,,,,
12248,Abby,Wolterman,Northern Kentucky,2025-26,,,,
12249,Noelle,Hubert,Northern Kentucky,2025-26,,,,
12250,Mya,Meredith,Northern Kentucky,2025-26,,,,
12251,Jamaya,Thomas,Northern Kentucky,2025-26,,,,
12252,Kylee,Hunt,Northern Kentucky,2025-26,,,,
12253,Mia,Jordan,Northern Kentucky,2025-26,,,,
12254,Anna,Hamilton,Northern Kentucky,2025-26,,,,
12255,Kamora,Morgan,Northern Kentucky,2025-26,,,,
12256,Caroline,Eaglin,Northern Kentucky,2025-26,,,,
12257,Gabby,Razzano,Northern Kentucky,2025-26,,,,
12258,Alma,Rashelbach,Northern Kentucky,2025-26,,,,
12259,"Jasmine ""Jazzy""",Dupree-Hebert,Oakland,2025-26,,,,
12260,Grace,Okih,Wright State,2025-26,,,,
12261,Olivia,Smith,Eastern Michigan,2025-26,,,,
12262,Sydney,Bolden,UNRESOLVED (-1),2025-26,,,,
12263,Hailey,Smith,UNRESOLVED (-1),2025-26,,,,
12264,Nevaeh,Foster,UNRESOLVED (-1),2025-26,,,,
12265,Camron,Blank,UNRESOLVED (-1),2025-26,,,,
12266,Ariana,Williams,UNRESOLVED (-1),2025-26,,,,
12267,Kamara,Mills,UNRESOLVED (-1),2025-26,,,,
12268,Destini,Craig,UNRESOLVED (-1),2025-26,,,,
12269,Julia,Hall,UNRESOLVED (-1),2025-26,,,,
12270,E'Zaria,Adams,UNRESOLVED (-1),2025-26,,,,
12271,Jemma,Amoore,UNRESOLVED (-1),2025-26,,,,
12394,K.,Paulino Rosario,Molloy,2025-26,https://molloylions.com/sports/womens-basketball/stats/2025-26,,,
12405,Janaya,Prince-Baquer,Franklin Pierce,2025-26,https://fpuravens.com/sports/womens-basketball/stats/2025-26,,,
12417,Trinity,Fortune-Medi,Wilmington (DE),2025-26,https://wildcats.athletics.wilmu.edu/sports/wbkb/2025-26/teams/wilmingtondel,,,
12435,Hope,Kanouse,UNRESOLVED (-1),2025-26,,,,
12436,Paige,Guernsey,UNRESOLVED (-1),2025-26,,,,
12437,Isabel,Reemsnyder,UNRESOLVED (-1),2025-26,,,,
12438,Rhema,Dozier,UNRESOLVED (-1),2025-26,,,,
12439,Emily,Cline,UNRESOLVED (-1),2025-26,,,,
12440,Brynn,Reams,UNRESOLVED (-1),2025-26,,,,
12441,MJ,Mikus,UNRESOLVED (-1),2025-26,,,,
12442,Hannah,Gillette,UNRESOLVED (-1),2025-26,,,,
12443,Madelyn,Smith,UNRESOLVED (-1),2025-26,,,,
12444,Emilynne,Braue,UNRESOLVED (-1),2025-26,,,,
12445,McKenzie,Munson,UNRESOLVED (-1),2025-26,,,,
12446,Lauren,Meerman,UNRESOLVED (-1),2025-26,,,,
12447,Lakely,Bottum,UNRESOLVED (-1),2025-26,,,,
12448,Mary,Gadwood,UNRESOLVED (-1),2025-26,,,,
12449,Nia,Moncrief,UNRESOLVED (-1),2025-26,,,,
12450,Ellie,Wrona,UNRESOLVED (-1),2025-26,,,,
12451,Leah,French,UNRESOLVED (-1),2025-26,,,,
12548,Kate,Gallery,Fort Lewis,2025-26,https://goskyhawks.com/sports/womens-basketball/stats/2025-26,,,
12563,Brynae,Stewart,CSU-Pueblo,2025-26,https://gothunderwolves.com/sports/womens-basketball/stats/2025-26,,,
12623,Savanna,Staff,Westminster (UT),2025-26,https://westminstergriffins.com/sports/womens-basketball/stats/2025-26,,,
12938,Alexa,Kolnitys,Davenport,2025-26,https://dupanthers.com/sports/womens-basketball/stats/2025-26,,,
12950,Lili,Wilken,Trevecca Nazarene,2025-26,https://tnutrojans.com/sports/womens-basketball/stats/2025-26,,,
12953,Monique,Emelifeonwu,Trevecca Nazarene,2025-26,https://tnutrojans.com/sports/womens-basketball/stats/2025-26,,,
13223,Jazzmen,Robinson,Lincoln Memorial,2025-26,https://lmurailsplitters.com/sports/womens-basketball/stats/2025-26,,,
13257,Deshona,Gaither,Newberry,2025-26,https://newberrywolves.com/sports/womens-basketball/stats/2025-26,,,
13372,Cristina,Oliva,Cal State Dominguez Hills,2025-26,https://gotoros.com/sports/womens-basketball/stats/2025-26,,,
6,Courtney,Swider,Wofford,2025-26,,,"6' 4""",JR
7,Melissa,Mwanza,Stony Brook,2025-26,,,"6' 2""",JR
67,Chloe,Oliver,Stony Brook,2025-26,,,"5' 8""",JR
71,Talana,Lepolo,Stanford,2025-26,,,"5' 7""",SR
74,Courtney,Ogden,Stanford,2025-26,,,"6' 1""",JR
75,Nunu,Agara,Stanford,2025-26,,,"6' 2""",JR
77,Chloe,Clardy,Stanford,2025-26,,,"5' 9""",JR
78,Jzaniya,Harriel,SMU,2025-26,,,"5' 10""",SR
79,Stavi,Papadaki,Stanford,2025-26,,,"5' 11""",SR
80,Lauren,Green,Stanford,2025-26,,,"5' 8""",SR
118,Sahnya,Jah,SMU,2025-26,,,"6' 0""",JR
176,Teya,Sidberry,Texas,2025-26,,,"6' 1""",SR
184,JaKayla,Thompson,Liberty,2025-26,,,"5' 8""",JR
185,Kayla,Lezama,Hampton,2025-26,,,"6' 0""",JR
273,Kyla,Oldacre,Texas,2025-26,,,,
286,Aaryn,Battle,Hampton,2025-26,,,"5' 10""",JR
317,Paulina,Paris,SMU,2025-26,,,"5' 9""",SR
358,Emma,Shumate,Michigan State,2025-26,,,"6' 1""",SR
395,Elisabeth,Aegisdottir,Liberty,2025-26,,,"6' 2""",JR
404,Avery,Mills,Liberty,2025-26,,,"5' 9""",SO
408,Ify,Nwaobi,Liberty,2025-26,,,"6' 2""",FR
409,Emmy,Stout,Liberty,2025-26,,,"6' 3""",SO
410,Maleah,Alexander,Liberty,2025-26,,,"5' 7""",FR
502,Lani,White,Utah,2025-26,,,,
506,Mia,Flor,Wofford,2025-26,,,"6' 2""",SR
508,Maddie,Heiss,Wofford,2025-26,,,"5' 10""",JR
511,Toni,Warren,Wofford,2025-26,,,"5' 11""",SO
512,Queen,Ikhiuwu,Wofford,2025-26,,,"6' 1""",JR
513,Molly,Masingale,Wofford,2025-26,,,"5' 9""",SO
514,Madi,Hawk,Wofford,2025-26,,,"5' 10""",SO
515,Sara,Deidda,Wofford,2025-26,,,"5' 11""",JR
539,Kiara,Williams,La Salle,2025-26,,,"6' 0""",FR
557,Zahra,King,SMU,2025-26,,,"5' 10""",SO
561,Kamryn,Mafua,Utah,2025-26,,,"6' 1""",SO
565,Shay,Ijiwoye,Stanford,2025-26,,,,
566,Harper,Peterson,Stanford,2025-26,,,"6' 3""",SO
568,Kennedy,Umeh,Stanford,2025-26,,,"6' 4""",SO
576,Kayanna,Cox,UCF,2025-26,,,"5' 10""",SO
605,Leah,Harmon,UCF,2025-26,,,"5' 6""",SO
716,Lynn,Peters,Liberty,2025-26,,,"6' 3""",FR
717,Emma,Leon,Liberty,2025-26,,,"5' 6""",FR
718,Lydie,Mwamba,Liberty,2025-26,,,"5' 11""",SR
719,Zeynep,Avci,Liberty,2025-26,,,"6' 0""",FR
798,Lara,Somfai,Stanford,2025-26,,,"6' 3""",FR
799,Hailee,Swain,Stanford,2025-26,,,"5' 11""",FR
800,Alexandra,Eschmeyer,Stanford,2025-26,,,"6' 5""",FR
801,Nora,Ezike,Stanford,2025-26,,,,
802,Carly,Amborn,Stanford,2025-26,,,"6' 2""",FR
846,Anaya,Brown,SMU,2025-26,,,"6' 1""",SR
847,Grace,Hall,SMU,2025-26,,,"6' 2""",SR
849,Elizaveta,Filchagina,SMU,2025-26,,,"6' 2""",FR
850,Miriam,Ibezim,SMU,2025-26,,,"6' 2""",SR
854,Kyla,Deck,SMU,2025-26,,,"5' 9""",SR
855,Tyi,Skinner,SMU,2025-26,,,"5' 5""",SR
899,Lucia,Lara,New Mexico State,2025-26,,,"6' 3""",SO
935,Reese,Ross,Utah,2025-26,,,"6' 1""",JR
938,Maty,Wilke,Utah,2025-26,,,"5' 10""",SR
941,Alyssa,Blanck,Utah,2025-26,,,"6' 2""",JR
959,Paige,Kohler,Bowling Green,2025-26,,,"5' 8""",JR
962,Taya,Ellis,Bowling Green,2025-26,,,"6' 1""",JR
969,Jasmine,Fearne,Bowling Green,2025-26,,,"6' 0""",JR
970,Emily,Siesel,Bowling Green,2025-26,,,"5' 6""",SR
975,Jaedyn,Cook,Bowling Green,2025-26,,,"6' 3""",JR
1057,Savannah,Scott,UCF,2025-26,,,"6' 4""",SO
1121,Lilly,Meister,Kansas,2025-26,,,"6' 3""",SR
1189,Rashunda,Jones,Michigan State,2025-26,,,"5' 8""",JR
1237,Tahj-Monet,Bloom,Nevada,2025-26,,,"6' 2""",FR
1242,Madison,Booker,Texas,2025-26,,,"6' 1""",JR
1245,Rori,Harmon,Texas,2025-26,,,,
1247,Justice,Carlton,Texas,2025-26,,,"6' 1""",SO
1248,Jordan,Lee,Texas,2025-26,,,"6' 0""",SO
1249,Bryanna,Preston,Texas,2025-26,,,"5' 9""",SO
1253,Sarah,Graves,Texas,2025-26,,,"5' 9""",SR
1330,Lauren,Gerken,Bowling Green,2025-26,,,"6' 1""",SO
1331,Ky'Aira,Miller,Bowling Green,2025-26,,,"5' 6""",FR
1332,Johnea,Donahue,Bowling Green,2025-26,,,"5' 8""",SO
1333,Sofia,Moschen,Bowling Green,2025-26,,,"6' 2""",FR
1334,Kendal,Moxey,Bowling Green,2025-26,,,"6' 3""",SR
1335,Laila,Harrison,Bowling Green,2025-26,,,"6' 1""",SO
1336,Joniyah,Bland-Fitzpatrick,Bowling Green,2025-26,,,"5' 10""",JR
1337,Kaia,Woods,Bowling Green,2025-26,,,"5' 3""",SR
1375,Breya,Cunningham,Texas,2025-26,,,"6' 4""",JR
1376,Lovisa,Asbrink Hose,Texas,2025-26,,,"6' 6""",SO
1377,Aaliyah,Crump,Texas,2025-26,,,"6' 1""",FR
1378,Grace,Prenter,Texas,2025-26,,,"5' 8""",FR
1570,Quinzia,Fulmore,Elon,2025-26,,,"6' 3""",SR
1731,Alexandra,Eldredge,Dartmouth,2025-26,,,"5' 11""",JR
1838,Lina,Falk,Pepperdine,2025-26,,,"6' 2""",JR
2143,Laila,McLeod,Denver,2025-26,,,"6' 0""",SR
2199,Imani,Perez,Hawaii,2025-26,,,"6' 4""",SR
2208,Brooke,Murrell,Denver,2025-26,,,"6' 3""",SO
2241,Shelomi,Sanders,Alabama A&M,2025-26,,,"5' 6""",SR
2258,Tiani,Abrams,Hampton,2025-26,,,"6' 1""",SR
2262,Amelia,Raidaveta,Nevada,2025-26,,,"6' 2""",JR
2287,Taija,Sta. Maria,Pepperdine,2025-26,,,"5' 6""",JR
2291,Maria,Konstantinidou,San Diego State,2025-26,,,"6' 2""",JR
2303,Alyssa,Jackson,San Diego State,2025-26,,,"5' 11""",SO
2304,Khylee,Pepe,Long Beach State,2025-26,,,"5' 11""",SR
2305,Meghan,Fiso,Pepperdine,2025-26,,,"5' 10""",SR
2308,Ellie,Chen,San Diego State,2025-26,,,"5' 5""",JR
2328,Izzy,Sullivan,Nevada,2025-26,,,"5' 10""",JR
2331,Kennedy,Lee,San Diego State,2025-26,,,"6' 0""",SR
2339,Elle,Motherway,Nevada,2025-26,,,"5' 11""",JR
2351,Macy,Spencer,High Point,2025-26,,,"5' 8""",JR
2380,Sofia,Kelemeni,San Diego State,2025-26,,,"6' 0""",SR
2395,Ivory,Finley,Pepperdine,2025-26,,,"5' 10""",SR
2514,Imbie,Jones,Nevada,2025-26,,,"6' 2""",JR
2515,Kendra,Hicks,Nevada,2025-26,,,"6' 1""",SO
2516,Ahrray,Young,Nevada,2025-26,,,"5' 11""",JR
2523,Elli,Guiney,Pepperdine,2025-26,,,"5' 11""",SO
2540,CJ,Latta,San Diego State,2025-26,,,"5' 10""",SO
2553,Naomi,Panganiban,San Diego State,2025-26,,,"5' 7""",SO
2554,Nat,Martinez,San Diego State,2025-26,,,"5' 7""",SO
2555,Bailey,Barnhard,San Diego State,2025-26,,,"6' 1""",SO
2556,Kaelyn,Hamilton,San Diego State,2025-26,,,"5' 9""",SO
2563,Ana,Conde,Denver,2025-26,,,"6' 0""",SO
2565,Coryn,Watts,Denver,2025-26,,,"5' 7""",SO
2566,Laia,Monclova,Denver,2025-26,,,"6' 1""",JR
2567,Teodora,Simoncevic,Denver,2025-26,,,"6' 2""",FR
2568,Lily,Esparza,Denver,2025-26,,,"6' 2""",SO
2569,Jocelyn,Medina,Denver,2025-26,,,"5' 6""",JR
2570,Karolina,Padilla,Denver,2025-26,,,"5' 7""",JR
2572,Anna,Rosenberger,Denver,2025-26,,,"6' 3""",SO
2574,Paula,Oliva Gomez,Denver,2025-26,,,"6' 0""",FR
2652,Makayla,Carter,Nevada,2025-26,,,"6' 2""",FR
2653,Skylar,Durley,Nevada,2025-26,,,"5' 9""",FR
2654,Maia,Rosarion,Nevada,2025-26,,,"5' 10""",SO
2655,Chloe,Williams,Nevada,2025-26,,,"6' 3""",SR
2656,Britain,Backus,Nevada,2025-26,,,"5' 7""",FR
2657,Gabby,Ramos,Nevada,2025-26,,,"5' 10""",FR
2659,Nala,Williams,San Diego State,2025-26,,,"5' 8""",SR
2660,Kendall,Mosley,San Diego State,2025-26,,,"5' 11""",FR
2661,Aubrey,Cook,San Diego State,2025-26,,,"6' 4""",FR
2737,Jacorriah,Bracey,UCF,2025-26,,,"5' 9""",SR
2742,Mikaylah,Manley,Louisiana,2025-26,,,"5' 8""",JR
2944,Olivia,Smith,Hampton,2025-26,,,"5' 5""",SR
2998,Jadyn,Weltz,Vermont,2025-26,,,"5' 7""",SR
3147,Jazmyne,Jackson,Louisiana,2025-26,,,"5' 7""",SR
3294,Marina,Artero,Louisiana,2025-26,,,"5' 11""",JR
3295,Imani,Daniel,Louisiana,2025-26,,,"5' 9""",FR
3296,Bianca,Silva,Louisiana,2025-26,,,"5' 6""",JR
3297,Amijah,Price,Louisiana,2025-26,,,"5' 8""",FR
3298,Kahlen,Norris,Louisiana,2025-26,,,"5' 9""",JR
3299,Lily,Ba,Louisiana,2025-26,,,"6' 3""",JR
3301,Stephanie,Mosley,Louisiana,2025-26,,,"6' 0""",SR
3302,Arionna,Patterson,Louisiana,2025-26,,,"5' 11""",FR
3303,Sierra,Jones,Louisiana,2025-26,,,"5' 5""",SR
3350,Blessing,King,Marshall,2025-26,,,"5' 10""",SR
3360,Judit,Oliva Fernandez,Long Beach State,2025-26,,,"6' 2""",SO
3370,Annemarie,Batista,Vermont,2025-26,,,"6' 1""",SR
3441,Tre'Miyah,Berry,Alabama A&M,2025-26,,,"5' 9""",SO
3453,Moses,Davenport,Alabama A&M,2025-26,,,"6' 5""",SR
3454,Aniya,Palmer,Alabama A&M,2025-26,,,"6' 1""",JR
3513,Grace,VanSlooten,Michigan State,2025-26,,,,
3518,Theryn,Hallock,Michigan State,2025-26,,,"5' 10""",SR
3522,Isaline,Alexander,Michigan State,2025-26,,,"6' 3""",SR
3523,Kennedy,Blair,Michigan State,2025-26,,,"5' 9""",SO
3524,Abbey,Kimball,Michigan State,2025-26,,,"5' 10""",SR
3581,Sumayah,McIntosh,Alabama A&M,2025-26,,,"5' 10""",FR
3582,Vanessa,Wimberly,Alabama A&M,2025-26,,,"5' 6""",FR
